,0,1
6866,vezes,VBZ
6867,alienista,JJ
6868,seguida,JJ
6869,declarou,NN
6870,alvitre,NN
6871,parecia,NN
6872,bom,NN
6873,ia,NN
6874,catar,NN
6875,algum,NN
6876,outro,FW
6877,dentro,NN
6878,poucos,NN
6879,dias,NN
6880,daria,NN
6881,resposta,NN
6882,fez,NN
6883,várias,NN
6884,perguntas,NNS
6885,acerca,VBP
6886,sucessos,JJ
6887,véspera,NN
6888,ataque,NN
6889,defesa,NN
6890,adesão,NN
6891,dragões,NN
6892,resistência,NN
6893,Câmara,NNP
6894,etc,NN
6895,.,.
6896,",",","
6897,barbeiro,JJ
6898,ia,NN
6899,respondendo,NN
6900,grande,NN
6901,abundância,NN
6902,insistindo,NN
6903,principalmente,NN
6904,descrédito,NN
6905,Câmara,NNP
6906,caíra,NN
6907,barbeiro,NN
6908,confessou,NN
6909,novo,JJ
6910,governo,NN
6911,ainda,NN
6912,si,NN
6913,confiança,NN
6914,principais,NN
6915,vila,NN
6916,alienista,JJ
6917,podia,NN
6918,fazer,NN
6919,nesse,FW
6920,ponto,NN
6921,governo,NN
6922,concluiu,NN
6923,barbeiro,NN
6924,folgaria,NN
6925,pudesse,NN
6926,contar,NN
6927,simpatia,NN
6928,senão,NN
6929,benevolência,NN
6930,alto,NN
6931,espírito,NN
6932,Itaguaí,NNP
6933,seguramente,NN
6934,reino,NN
6935,Mas,NNP
6936,nada,CC
6937,disso,JJ
6938,alterava,NN
6939,nobre,NN
6940,austera,NN
6941,fisionomia,NN
6942,daquele,NN
6943,grande,NN
6944,homem,NN
6945,ouvia,NN
6946,calado,NN
6947,desvanecimento,NN
6948,modéstia,NN
6949,impassível,NN
6950,deus,NN
6951,pedra,NN
6952,Onze,NNP
6953,mortos,NN
6954,vinte,NN
6955,cinco,NN
6956,feridos,NN
6957,repetiu,NN
6958,alienista,NN
6959,acompanhar,NN
6960,barbeiro,NN
6961,porta,NN
6962,Eis,NNP
6963,aí,NN
6964,dois,NN
6965,lindos,NN
6966,casos,NN
6967,doença,JJ
6968,cerebral,JJ
6969,Os,NNP
6970,sintomas,NN
6971,duplicidade,NN
6972,descaramento,NN
6973,deste,NN
6974,barbeiro,NN
6975,positivos,NN
6976,Quanto,NNP
6977,toleima,NN
6978,aclamaram,NN
6979,preciso,NN
6980,outra,JJ
6981,prova,NN
6982,além,NN
6983,onze,NN
6984,mortos,NN
6985,vinte,NN
6986,cinco,NN
6987,feridos,NN
6988,Dois,NNP
6989,lindos,VBZ
6990,casos,JJ
6991,Viva,NNP
6992,ilustre,NN
6993,Porfírio,NNP
6994,bradaram,NN
6995,umas,NN
6996,trinta,NN
6997,pessoas,NN
6998,aguardavam,NN
6999,barbeiro,NN
7000,porta,NN
7001,alienista,NN
7002,espiou,NN
7003,janela,NN
7004,ainda,NN
7005,ouviu,NN
7006,resto,NN
7007,pequena,NN
7008,fala,NN
7009,barbeiro,NN
7010,trinta,NN
7011,pessoas,NN
7012,aclamavam,NN
7013,porque,NN
7014,velo,NN
7015,podeis,NN
7016,estar,NN
7017,certos,NN
7018,disso,NN
7019,velo,NN
7020,execução,NN
7021,vontades,NNS
7022,povo,VBP
7023,Confiai,NNP
7024,mim,NN
7025,tudo,NN
7026,fará,NN
7027,melhor,NN
7028,maneira,NN
7029,Só,NNP
7030,recomendo,NN
7031,ordem,NN
7032,ordem,NN
7033,amigos,JJ
7034,base,NN
7035,governo,NN
7036,Viva,NNP
7037,ilustre,NN
7038,Porfírio,NNP
7039,bradaram,VBZ
7040,trinta,NN
7041,vozes,NNS
7042,agitando,VBP
7043,chapéus,JJ
7044,Dois,NNP
7045,lindos,NN
7046,casos,NN
7047,murmurou,NN
7048,alienista,NN
7049,CAPÍTULO,NNP
7050,X,NNP
7051,RESTAURAÇÃO,NNP
7052,Dentro,NNP
7053,cinco,NN
7054,dias,NN
7055,alienista,JJ
7056,meteu,NN
7057,Casa,NNP
7058,Verde,NNP
7059,cerca,NN
7060,cinqüenta,NN
7061,aclamadores,VBZ
7062,novo,JJ
7063,governo,NN
7064,povo,NN
7065,indignou,NN
7066,governo,NN
7067,atarantado,NN
7068,sabia,NN
7069,reagir,NN
7070,João,NNP
7071,Pina,NNP
7072,outro,MD
7073,barbeiro,VB
7074,dizia,JJ
7075,abertamente,NN
7076,ruas,NN
7077,Porfírio,NNP
7078,vendido,NN
7079,ouro,NN
7080,Simão,NNP
7081,Bacamarte,NNP
7082,,NNP
7083,",",","
7084,frase,NN
7085,congregou,NN
7086,torno,NN
7087,João,NNP
7088,Pina,NNP
7089,gente,NN
7090,resoluta,NN
7091,vila,NN
7092,Porfírio,NNP
7093,vendo,NN
7094,antigo,NN
7095,rival,JJ
7096,navalha,JJ
7097,testa,NN
7098,insurreição,NN
7099,compreendeu,NN
7100,perda,NN
7101,irremediável,NN
7102,desse,NN
7103,grande,NN
7104,golpe,NN
7105,expediu,NN
7106,dois,NN
7107,decretos,NN
7108,abolindo,NN
7109,Casa,NNP
7110,Verde,NNP
7111,outro,MD
7112,desterrando,VB
7113,alienista,JJ
7114,João,NNP
7115,Pina,NNP
7116,mostrou,NN
7117,claramente,NN
7118,grandes,NNS
7119,frases,VBZ
7120,ato,JJ
7121,Porfírio,NNP
7122,simples,NNS
7123,aparato,VBP
7124,engodo,JJ
7125,povo,NN
7126,devia,NN
7127,crer,NN
7128,Duas,NNP
7129,horas,VBZ
7130,caía,NN
7131,Porfírio,NNP
7132,ignominiosamente,NN
7133,João,NNP
7134,Pina,NNP
7135,assumia,NN
7136,difícil,NN
7137,tarefa,NN
7138,governo,NN
7139,Como,NNP
7140,achasse,NN
7141,gavetas,NNS
7142,minutas,VBP
7143,proclamação,JJ
7144,exposição,JJ
7145,vice,NN
7146,rei,NN
7147,outros,IN
7148,atos,NNS
7149,inaugurais,JJ
7150,governo,JJ
7151,anterior,JJ
7152,deu,NN
7153,pressa,NN
7154,fazer,NN
7155,copiar,NN
7156,expedir,NN
7157,acrescentam,NN
7158,cronistas,NNS
7159,aliás,VBP
7160,subentende,JJ
7161,mudou,NN
7162,nomes,NNS
7163,onde,VBP
7164,outro,JJ
7165,barbeiro,NN
7166,falara,NN
7167,Câmara,NNP
7168,corrupta,NN
7169,falou,NN
7170,intruso,NN
7171,eivado,NN
7172,más,NN
7173,doutrinas,NNS
7174,francesas,VBP
7175,contrário,NN
7176,sacrossantos,NN
7177,interesses,VBZ
7178,Sua,NNP
7179,Majestade,NNP
7180,,NNP
7181,",",","
7182,etc,FW
7183,Nisto,NNP
7184,entrou,FW
7185,vila,NN
7186,força,NN
7187,mandada,NN
7188,vice,NN
7189,rei,NN
7190,restabeleceu,NN
7191,ordem,NN
7192,alienista,NN
7193,exigiu,NN
7194,desde,NN
7195,logo,NN
7196,entrega,JJ
7197,barbeiro,NN
7198,Porfírio,NNP
7199,bem,NN
7200,assim,NN
7201,uns,JJ
7202,cinqüenta,NN
7203,tantos,NN
7204,indivíduos,NN
7205,declarou,NN
7206,mentecaptos,NN
7207,deram,NN
7208,afiançaram,NN
7209,entregar,NN
7210,dezenove,NN
7211,sequazes,VBZ
7212,barbeiro,JJ
7213,convalesciam,NN
7214,feridas,NNS
7215,apanhadas,VBP
7216,primeira,JJ
7217,rebelião,NN
7218,Este,NNP
7219,ponto,NN
7220,crise,NN
7221,Itaguaí,NNP
7222,marca,NN
7223,grau,NN
7224,máximo,NN
7225,influência,NN
7226,Simão,NNP
7227,Bacamarte,NNP
7228,Tudo,NNP
7229,quanto,NNP
7230,quis,NN
7231,deu,NN
7232,vivas,NN
7233,provas,NN
7234,poder,NN
7235,ilustre,NN
7236,médico,NN
7237,achamo,NN
7238,la,NN
7239,prontidão,NN
7240,vereadores,NNS
7241,restituídos,VBP
7242,lugares,VBZ
7243,consentiram,JJ
7244,Sebastião,NNP
7245,Freitas,NNP
7246,recolhido,NN
7247,hospício,NN
7248,alienista,NN
7249,sabendo,NN
7250,extraordinária,NN
7251,inconsistência,NN
7252,opiniões,NN
7253,desse,NN
7254,vereador,NN
7255,entendeu,NN
7256,caso,NN
7257,patológico,NN
7258,pediu,NN
7259,mesma,NN
7260,coisa,NN
7261,aconteceu,NN
7262,boticário,NN
7263,alienista,NN
7264,desde,NN
7265,falaram,NN
7266,momentânea,NN
7267,adesão,IN
7268,Crispim,NNP
7269,Soares,NNP
7270,rebelião,VBZ
7271,Canjicas,NNP
7272,comparou,NN
7273,aprovação,NN
7274,sempre,NN
7275,recebera,NN
7276,ainda,NN
7277,véspera,NN
7278,mandou,NN
7279,capturá,NN
7280,lo,NN
7281,Crispim,NNP
7282,Soares,NNP
7283,negou,MD
7284,fato,VB
7285,explicou,JJ
7286,dizendo,NN
7287,cedera,NN
7288,movimento,NN
7289,terror,NN
7290,ver,NN
7291,rebelião,NN
7292,triunfante,NN
7293,deu,NN
7294,prova,NN
7295,ausência,NN
7296,nenhum,FW
7297,outro,FW
7298,ato,FW
7299,acrescentando,NN
7300,voltara,NN
7301,logo,NN
7302,cama,NN
7303,doente,NN
7304,Simão,NNP
7305,Bacamarte,NNP
7306,contrariou,NN
7307,disse,NN
7308,porém,NN
7309,circunstantes,VBZ
7310,terror,JJ
7311,pai,NN
7312,loucura,NN
7313,caso,NN
7314,Crispim,NNP
7315,Soares,NNP
7316,parecia,VBZ
7317,caracterizados,JJ
7318,Mas,NNP
7319,prova,NN
7320,evidente,NN
7321,influência,NN
7322,Simão,NNP
7323,Bacamarte,NNP
7324,docilidade,VBD
7325,Câmara,NNP
7326,entregou,FW
7327,próprio,NN
7328,presidente,NN
7329,Este,NNP
7330,digno,NN
7331,magistrado,NN
7332,declarado,NN
7333,plena,NN
7334,sessão,NN
7335,contentava,NN
7336,lavá,NN
7337,lo,NN
7338,afronta,NN
7339,Canjicas,NNP
7340,menos,VBZ
7341,trinta,JJ
7342,almudes,NNS
7343,sangue,VBP
7344,palavra,JJ
7345,chegou,NN
7346,ouvidos,NN
7347,alienista,NN
7348,boca,NN
7349,secretário,NN
7350,Câmara,NNP
7351,entusiasmado,VBZ
7352,tamanha,JJ
7353,energia,NN
7354,Simão,NNP
7355,Bacamarte,NNP
7356,começou,NN
7357,meter,NN
7358,secretário,NN
7359,Casa,NNP
7360,Verde,NNP
7361,dali,NN
7362,Câmara,NNP
7363,declarou,NN
7364,presidente,NN
7365,padecendo,NN
7366,demência,NN
7367,touros,NN
7368,,NNP
7369,",",","
7370,gênero,NN
7371,pretendia,NN
7372,estudar,NN
7373,grande,NN
7374,vantagem,NN
7375,povos,NN
7376,Câmara,NNP
7377,princípio,NN
7378,hesitou,NN
7379,acabou,NN
7380,cedendo,NN
7381,Daí,NNP
7382,diante,NN
7383,coleta,NN
7384,desenfreada,NN
7385,Um,NNP
7386,homem,NN
7387,podia,NN
7388,dar,NN
7389,nascença,NN
7390,curso,NN
7391,simples,NNS
7392,mentira,VBP
7393,mundo,JJ
7394,ainda,NN
7395,daquelas,NNS
7396,aproveitam,VBP
7397,inventor,NN
7398,divulgador,NN
7399,logo,NN
7400,metido,NN
7401,Casa,NNP
7402,Verde,NNP
7403,Tudo,NNP
7404,loucura,NN
7405,Os,NNP
7406,cultores,VBZ
7407,enigmas,FW
7408,fabricantes,NNS
7409,charadas,VBP
7410,anagramas,JJ
7411,maldizentes,NNS
7412,curiosos,VBP
7413,vida,JJ
7414,alheia,NN
7415,põem,NN
7416,todo,NN
7417,cuidado,NN
7418,tafularia,NN
7419,outro,IN
7420,almotacé,JJ
7421,enfunado,NN
7422,ninguém,NN
7423,escapava,VBP
7424,emissários,NNS
7425,alienista,VBP
7426,Ele,NNP
7427,respeitava,NN
7428,namoradas,NNS
7429,poupava,VBP
7430,namoradeiras,JJ
7431,dizendo,NN
7432,primeiras,NNS
7433,cediam,VBP
7434,impulso,JJ
7435,natural,JJ
7436,segundas,NNS
7437,vício,FW
7438,Se,NNP
7439,homem,NN
7440,avaro,NN
7441,pródigo,NN
7442,ia,NN
7443,modo,NN
7444,Casa,NNP
7445,Verde,NNP
7446,daí,NN
7447,alegação,NN
7448,havia,NN
7449,regra,NN
7450,completa,NN
7451,sanidade,VBD
7452,mental,JJ
7453,Alguns,NNP
7454,cronistas,NN
7455,crêem,NN
7456,Simão,NNP
7457,Bacamarte,NNP
7458,sempre,VBD
7459,procedia,JJ
7460,lisura,NN
7461,citam,NN
7462,abono,NN
7463,afirmação,NN
7464,sei,NN
7465,pode,NN
7466,ser,NN
7467,aceita,NN
7468,fato,NN
7469,ter,NN
7470,alcançado,NN
7471,Câmara,NNP
7472,postura,NN
7473,autorizando,NN
7474,uso,JJ
7475,anel,NN
7476,prata,NN
7477,dedo,NN
7478,polegar,NN
7479,mão,NN
7480,esquerda,NN
7481,toda,NN
7482,pessoa,NN
7483,outra,JJ
7484,prova,JJ
7485,documental,JJ
7486,tradicional,JJ
7487,declarasse,NN
7488,ter,NN
7489,veias,NN
7490,duas,NN
7491,três,NN
7492,onças,IN
7493,sangue,NN
7494,godo,NN
7495,Dizem,NNP
7496,cronistas,NNS
7497,fim,VBP
7498,secreto,NN
7499,insinuação,NN
7500,Câmara,NNP
7501,enriquecer,NN
7502,ourives,VBZ
7503,amigo,JJ
7504,compadre,NN
7505,conquanto,NN
7506,certo,NN
7507,ourives,VBZ
7508,viu,JJ
7509,prosperar,NN
7510,negócio,NN
7511,nova,JJ
7512,ordenação,NN
7513,municipal,JJ
7514,menos,NNS
7515,postura,VBP
7516,deu,JJ
7517,Casa,NNP
7518,Verde,NNP
7519,multidão,FW
7520,inquilinos,JJ
7521,pode,NN
7522,definir,NN
7523,temeridade,NN
7524,verdadeiro,NN
7525,fim,NN
7526,ilustre,NN
7527,médico,NN
7528,Quanto,NNP
7529,razão,NN
7530,determinativa,NN
7531,captura,NN
7532,aposentação,NN
7533,Casa,NNP
7534,Verde,NNP
7535,todos,NN
7536,quantos,NN
7537,usaram,JJ
7538,anel,NN
7539,pontos,NN
7540,obscuros,FW
7541,história,NN
7542,Itaguaí,NNP
7543,opinião,VBZ
7544,verossímil,FW
7545,recolhidos,NN
7546,andarem,IN
7547,gesticular,JJ
7548,toa,NN
7549,ruas,NN
7550,casa,NN
7551,igreja,NN
7552,Ninguém,NNP
7553,ignora,NN
7554,doidos,NN
7555,gesticulam,NN
7556,Em,NNP
7557,todo,NN
7558,caso,NN
7559,simples,NNS
7560,conjetura,VBP
7561,positivo,JJ
7562,nada,JJ
7563,Onde,NNP
7564,homem,NN
7565,vai,NN
7566,parar,NN
7567,diziam,NN
7568,principais,NN
7569,terra,NN
7570,Ah,NNP
7571,apoiado,NN
7572,Canjicas,NNP
7573,Um,NNP
7574,dia,NN
7575,manhã,NN
7576,dia,NN
7577,Câmara,NNP
7578,devia,NN
7579,dar,NN
7580,grande,NN
7581,baile,NN
7582,vila,NN
7583,inteira,NN
7584,ficou,NN
7585,abalada,NN
7586,notícia,FW
7587,própria,NN
7588,esposa,NN
7589,alienista,NN
7590,metida,NN
7591,Casa,NNP
7592,Verde,NNP
7593,Ninguém,NNP
7594,acreditou,NN
7595,devia,NN
7596,ser,NN
7597,invenção,NN
7598,algum,NN
7599,gaiato,NN
7600,verdade,NN
7601,pura,NN
7602,Evarista,NNP
7603,recolhida,NN
7604,duas,NN
7605,horas,NNS
7606,noite,RB
7607,Padre,NNP
7608,Lopes,NNP
7609,correu,NN
7610,alienista,NN
7611,interrogou,NN
7612,discretamente,NN
7613,acerca,NN
7614,fato,NN
7615,Já,NNP
7616,algum,NN
7617,tempo,NN
7618,desconfiava,NN
7619,disse,NN
7620,gravemente,NN
7621,marido,NN
7622,modéstia,NN
7623,vivera,NN
7624,ambos,NN
7625,matrimônios,NNS
7626,podia,VBP
7627,conciliar,JJ
7628,furor,NN
7629,sedas,NNS
7630,veludos,VBP
7631,rendas,JJ
7632,pedras,NNS
7633,preciosas,VBP
7634,manifestou,NN
7635,logo,NN
7636,voltou,NN
7637,Rio,NNP
7638,Janeiro,NNP
7639,Desde,NNP
7640,então,VBZ
7641,comecei,JJ
7642,observá,JJ
7643,la,NN
7644,Suas,NNP
7645,conversas,NN
7646,todas,NN
7647,sobre,NN
7648,objetos,NN
7649,falava,NN
7650,antigas,NN
7651,cortes,VBZ
7652,inquiria,NNS
7653,logo,JJ
7654,forma,JJ
7655,vestidos,NN
7656,damas,NN
7657,senhora,NN
7658,visitava,NN
7659,ausência,NN
7660,antes,VBZ
7661,dizer,JJ
7662,objeto,NN
7663,visita,NN
7664,descrevia,NN
7665,trajo,NN
7666,aprovando,NN
7667,umas,JJ
7668,coisas,NN
7669,censurando,NN
7670,outras,FW
7671,Um,NNP
7672,dia,NN
7673,creio,NN
7674,Vossa,NNP
7675,Reverendíssima,NNP
7676,lembrar,VBZ
7677,propôs,JJ
7678,fazer,NN
7679,anualmente,NN
7680,vestido,NN
7681,imagem,NN
7682,Nossa,NNP
7683,Senhora,NNP
7684,Matriz,NNP
7685,Tudo,NNP
7686,sintomas,NN
7687,graves,NNS
7688,noite,RB
7689,porém,VBP
7690,declarou,JJ
7691,total,JJ
7692,demência,NN
7693,Tinha,NNP
7694,escolhido,NN
7695,preparado,NN
7696,enfeitado,NN
7697,vestuário,NN
7698,levaria,NN
7699,baile,NN
7700,Câmara,NNP
7701,Municipal,NNP
7702,hesitava,VBD
7703,colar,JJ
7704,granada,NN
7705,outro,NN
7706,safira,NN
7707,Anteontem,NNP
7708,perguntou,VBZ
7709,levaria,NNS
7710,respondi,JJ
7711,outro,JJ
7712,ficava,NN
7713,bem,NN
7714,Ontem,NNP
7715,repetiu,VBZ
7716,pergunta,JJ
7717,almoço,NN
7718,pouco,NN
7719,jantar,NN
7720,achá,NN
7721,la,FW
7722,calada,NN
7723,pensativa,NN
7724,Que,NNP
7725,perguntei,NN
7726,Queria,NNP
7727,levar,VBZ
7728,colar,JJ
7729,granada,NN
7730,acho,NN
7731,safira,NN
7732,tão,NN
7733,bonito,NN
7734,Pois,NNP
7735,leve,VBP
7736,safira,NN
7737,Ah,NNP
7738,onde,NN
7739,fica,NN
7740,granada,NN
7741,Enfim,NNP
7742,passou,NN
7743,tarde,NN
7744,novidade,VBD
7745,Ceamos,NNP
7746,deitamo,NN
7747,Alta,NNP
7748,noite,RB
7749,hora,VBD
7750,meia,JJ
7751,acordo,NN
7752,vejo,NN
7753,levanto,IN
7754,vou,NN
7755,quarto,NN
7756,vestir,NN
7757,acho,JJ
7758,diante,NN
7759,dois,NN
7760,colares,VBZ
7761,ensaiando,JJ
7762,espelho,NN
7763,ora,IN
7764,ora,JJ
7765,outro,NN
7766,Era,NNP
7767,evidente,NN
7768,demência,NN
7769,recolhi,NN
7770,logo,NN
7771,Padre,NNP
7772,Lopes,NNP
7773,satisfez,NN
7774,resposta,NN
7775,objetou,IN
7776,nada,JJ
7777,alienista,NN
7778,porém,NN
7779,percebeu,NN
7780,explicou,NN
7781,caso,NN
7782,Evarista,NNP
7783,mania,NN
7784,suntuária,NN
7785,,NNP
7786,",",","
7787,incurável,NN
7788,todo,NN
7789,caso,NN
7790,digno,NN
7791,estudo,NN
7792,Conto,NNP
7793,pô,NN
7794,la,NN
7795,boa,FW
7796,dentro,NN
7797,seis,NN
7798,semanas,NN
7799,concluiu,NN
7800,abnegação,NN
7801,ilustre,NN
7802,médico,NN
7803,deu,NN
7804,grande,NN
7805,realce,NN
7806,Conjeturas,NNP
7807,invenções,NN
7808,desconfianças,NN
7809,tudo,NN
7810,caiu,NN
7811,terra,NN
7812,desde,NN
7813,duvidou,NN
7814,recolher,NN
7815,Casa,NNP
7816,Verde,NNP
7817,própria,NN
7818,mulher,NN
7819,amava,NN
7820,todas,NN
7821,forças,NN
7822,alma,NN
7823,Ninguém,NNP
7824,direito,NN
7825,resistir,NN
7826,menos,NNS
7827,ainda,VBP
7828,atribuir,JJ
7829,intuitos,NN
7830,alheios,NNS
7831,ciência,VBP
7832,Era,NNP
7833,grande,NN
7834,homem,NN
7835,austero,NN
7836,Hipócrates,NNP
7837,forrado,VBD
7838,Catão,NNP
7839,CAPÍTULO,NNP
7840,XI,NNP
7841,ASSOMBRO,NNP
7842,DE,NNP
7843,ITAGUAÍ,NNP
7844,agora,VBZ
7845,prepare,JJ
7846,leitor,NN
7847,assombro,NN
7848,ficou,NN
7849,vila,IN
7850,saber,JJ
7851,dia,NN
7852,loucos,NN
7853,Casa,NNP
7854,Verde,NNP
7855,iam,NN
7856,todos,NN
7857,ser,NN
7858,postos,NN
7859,rua,NN
7860,Todos,NNP
7861,Todos,NNP
7862,É,NNP
7863,impossível,NN
7864,alguns,NNS
7865,sim,VBP
7866,todos,JJ
7867,Todos,NNP
7868,Assim,NNP
7869,disse,NN
7870,ofício,NN
7871,mandou,NN
7872,hoje,NN
7873,manhã,NN
7874,Câmara,NNP
7875,De,NNP
7876,fato,FW
7877,alienista,NN
7878,oficiara,NN
7879,Câmara,NNP
7880,expondo,VBZ
7881,1º,CD
7882,verificara,NN
7883,estatísticas,NN
7884,vila,NN
7885,Casa,NNP
7886,Verde,NNP
7887,quatro,NNP
7888,quintos,NN
7889,população,NN
7890,aposentados,NN
7891,naquele,RB
7892,estabelecimento,VBZ
7893,2,CD
7894,°,NN
7895,",",","
7896,deslocação,NN
7897,população,NN
7898,levara,NN
7899,examinar,NN
7900,fundamentos,NN
7901,teoria,NN
7902,moléstias,NN
7903,cerebrais,NN
7904,teoria,NN
7905,excluía,NN
7906,razão,NN
7907,todos,NN
7908,casos,NN
7909,equilíbrio,NN
7910,faculdades,VBZ
7911,perfeito,JJ
7912,absoluto,RB
7913,3,CD
7914,°,NNS
7915,",",","
7916,desse,NN
7917,exame,NN
7918,fato,NN
7919,estatístico,NN
7920,resultara,NN
7921,convicção,NN
7922,verdadeira,NN
7923,doutrina,NN
7924,oposta,NN
7925,portanto,NN
7926,devia,NN
7927,admitir,NN
7928,normal,JJ
7929,exemplar,JJ
7930,desequilíbrio,NN
7931,faculdades,NNS
7932,hipóteses,VBZ
7933,patológicas,JJ
7934,todos,NNS
7935,casos,VBP
7936,equilíbrio,NN
7937,ininterrupto,NN
7938,4º,CD
7939,vista,NN
7940,disso,NN
7941,declarava,NN
7942,Câmara,NNP
7943,ia,NN
7944,dar,NN
7945,liberdade,VBD
7946,reclusos,JJ
7947,Casa,NNP
7948,Verde,NNP
7949,agasalhar,NN
7950,nela,NN
7951,pessoas,NN
7952,achassem,NN
7953,condições,NN
7954,agora,VBD
7955,expostas,JJ
7956,5,CD
7957,°,NN
7958,",",","
7959,tratando,NN
7960,descobrir,NN
7961,verdade,NN
7962,científica,NN
7963,pouparia,NN
7964,esforços,NN
7965,toda,NN
7966,natureza,FW
7967,esperando,NN
7968,Câmara,NNP
7969,igual,JJ
7970,dedicação,NN
7971,6º,CD
7972,restituía,NN
7973,Câmara,NNP
7974,particulares,VBZ
7975,soma,JJ
7976,estipêndio,NN
7977,recebido,NN
7978,alojamento,IN
7979,supostos,NN
7980,loucos,NN
7981,descontada,NN
7982,parte,NN
7983,efetivamente,NN
7984,gasta,NN
7985,alimentação,NN
7986,roupa,NN
7987,etc,FW
7988,Câmara,NNP
7989,mandaria,NN
7990,verificar,NN
7991,livros,NN
7992,arcas,VBP
7993,Casa,NNP
7994,Verde,NNP
7995,assombro,VBZ
7996,Itaguaí,NNP
7997,grande,NN
7998,menor,NN
7999,alegria,NN
8000,parentes,VBZ
8001,amigos,JJ
8002,reclusos,NN
8003,Jantares,NNP
8004,danças,VBZ
8005,luminárias,JJ
8006,músicas,FW
8007,tudo,NN
8008,celebrar,NN
8009,tão,NN
8010,fausto,NN
8011,acontecimento,IN
8012,Não,NNP
8013,descrevo,NN
8014,festas,NNS
8015,interessarem,VBP
8016,propósito,JJ
8017,esplêndidas,NN
8018,tocantes,NNS
8019,prolongadas,VBP
8020,vão,JJ
8021,assim,NN
8022,coisas,NN
8023,humanas,VBZ
8024,No,DT
8025,meio,NN
8026,regozijo,VBZ
8027,produzido,JJ
8028,ofício,JJ
8029,Simão,NNP
8030,Bacamarte,NNP
8031,ninguém,MD
8032,advertia,VB
8033,frase,JJ
8034,final,JJ
8035,§,NN
8036,4º,CD
8037,frase,NN
8038,cheia,NN
8039,experiências,NN
8040,futuras,NNS
8041,CAPÍTULO,NNP
8042,XII,NNP
8043,FINAL,NNP
8044,DO,NNP
8045,§,VBD
8046,4º,CD
8047,Apagaram,NNP
8048,luminárias,JJ
8049,reconstituíram,NN
8050,famílias,NN
8051,tudo,NN
8052,parecia,NN
8053,reposto,NN
8054,antigos,IN
8055,eixos,JJ
8056,Reinava,NNP
8057,ordem,NN
8058,Câmara,NNP
8059,exercia,VBZ
8060,outra,JJ
8061,vez,NN
8062,governo,NN
8063,nenhuma,JJ
8064,pressão,NN
8065,externa,NN
8066,próprio,NN
8067,presidente,NN
8068,vereador,NN
8069,Freitas,NNP
8070,tornaram,NN
8071,lugares,VBZ
8072,barbeiro,JJ
8073,Porfírio,NNP
8074,ensinado,NN
8075,acontecimentos,NN
8076,tendo,NN
8077,provado,NN
8078,tudo,NN
8079,,NNP
8080,",",","
8081,poeta,NN
8082,disse,NN
8083,Napoleão,NNP
8084,alguma,NN
8085,coisa,NN
8086,porque,NN
8087,Napoleão,NNP
8088,provou,NN
8089,Casa,NNP
8090,Verde,NNP
8091,barbeiro,NN
8092,achou,NN
8093,preferível,NN
8094,glória,NN
8095,obscura,NN
8096,navalha,JJ
8097,tesoura,NN
8098,calamidades,NNS
8099,brilhantes,VBZ
8100,poder,VBP
8101,certo,NN
8102,processado,NN
8103,população,NN
8104,vila,NN
8105,implorou,NN
8106,clemência,NN
8107,Sua,NNP
8108,Majestade,NNP
8109,daí,NN
8110,perdão,NN
8111,João,NNP
8112,Pina,NNP
8113,absolvido,VBZ
8114,atendendo,JJ
8115,derrocara,NN
8116,rebelde,NN
8117,Os,NNP
8118,cronistas,NNS
8119,pensam,VBP
8120,deste,NN
8121,fato,NN
8122,nasceu,JJ
8123,adágio,NN
8124,ladrão,NN
8125,furta,NN
8126,ladrão,NN
8127,cem,NN
8128,anos,NNS
8129,perdão,VBP
8130,adágio,JJ
8131,imoral,JJ
8132,verdade,NN
8133,grandemente,NN
8134,útil,NNP
8135,Não,NNP
8136,findaram,NN
8137,queixas,NN
8138,contra,NN
8139,alienista,JJ
8140,nenhum,NN
8141,ressentimento,NN
8142,ficou,NN
8143,atos,NN
8144,praticara,NN
8145,acrescendo,NN
8146,reclusos,NN
8147,Casa,NNP
8148,Verde,NNP
8149,desde,NN
8150,declarara,NN
8151,plenamente,NN
8152,ajuizados,VBP
8153,sentiram,JJ
8154,tomados,NNS
8155,profundo,VBP
8156,reconhecimento,JJ
8157,férvido,NN
8158,entusiasmo,NN
8159,Muitos,NNP
8160,entenderam,VBZ
8161,alienista,JJ
8162,merecia,JJ
8163,especial,JJ
8164,manifestação,NN
8165,deram,NN
8166,baile,IN
8167,seguiram,JJ
8168,outros,NNS
8169,bailes,NNS
8170,jantares,NNS
8171,Dizem,NNP
8172,crônicas,NN
8173,Evarista,NNP
8174,princípio,NN
8175,idéia,NN
8176,separar,NN
8177,consorte,NN
8178,dor,NN
8179,perder,NN
8180,companhia,NN
8181,tão,NN
8182,grande,NN
8183,homem,NN
8184,venceu,NN
8185,qualquer,NN
8186,ressentimento,NN
8187,amor,NN
8188,próprio,NN
8189,casal,NN
8190,veio,IN
8191,ser,NN
8192,ainda,NN
8193,feliz,NN
8194,antes,VBZ
8195,Não,NNP
8196,menos,FW
8197,íntima,NNP
8198,ficou,NN
8199,amizade,NN
8200,alienista,NN
8201,boticário,NN
8202,Este,NNP
8203,concluiu,NN
8204,ofício,NN
8205,Simão,NNP
8206,Bacamarte,NNP
8207,prudência,NN
8208,primeira,NN
8209,virtudes,NNS
8210,tempos,VBP
